,stop_name,stop_lat,stop_lon,route_type,route_short_name,suburb
683,Oulton Reserve/Albert St (Preston),-37.74832919,145.021531,3,567,Preston
684,Clyde St/Collins St (Diamond Creek),-37.6720061,145.1497058,3,580,Wattle Glen Creek
685,Nillumbik Park/Chute St (Diamond Creek),-37.67332564,145.1539702,3,343,Wattle Glen Creek
686,Nillumbik Park/Chute St (Diamond Creek),-37.67332564,145.1539702,3,580,Wattle Glen Creek
687,Beech St/Alexander Ave (Thomastown),-37.68058701,145.0172884,3,559,Thomastown
688,Frederick St/Alexander Ave (Thomastown),-37.68094756,145.0205105,3,559,Thomastown
689,Acacia St/Alexander Ave (Thomastown),-37.68125482,145.0232464,3,559,Thomastown
690,Nick Ascenzo Reserve/Opp 105 Alexander Ave (Thomastown),-37.68168775,145.0270336,3,559,Thomastown
691,11 Darebin Dr (Thomastown),-37.68181342,145.0313165,3,559,Thomastown
692,Ovando St/Albert St (Preston),-37.74603732,145.0218985,3,567,Preston
693,Trenerry Cres/Johnston St (Abbotsford),-37.80048422,145.0003782,3,200,Abbotsford
694,Trenerry Cres/Johnston St (Abbotsford),-37.80048422,145.0003782,3,207,Abbotsford
695,Chapman Ave/Darebin Dr (Thomastown),-37.68188338,145.0338887,3,559,Thomastown
696,Bates Ave/Darebin Dr (Thomastown),-37.68016996,145.0354421,3,559,Thomastown
697,Valentine Ave/Darebin Dr (Thomastown),-37.67866901,145.0356858,3,559,Thomastown
698,McKimmies Rd/Darebin Dr (Thomastown),-37.67607171,145.0361171,3,559,Thomastown
699,Lalor Plaza/Darebin Dr (Lalor),-37.67404999,145.0364765,3,559,Lalor
700,Donald St/Darebin Dr (Lalor),-37.66924484,145.0358322,3,559,Lalor
701,Hertford Pl/Darebin Dr (Lalor),-37.66660876,145.0350174,3,559,Lalor
702,Dalton Rd/Burton St (Lalor),-37.66709852,145.031422,3,559,Lalor
703,49 Burton St (Lalor),-37.66695776,145.0300086,3,559,Lalor
704,Ruthven Cres/Burton St (Lalor),-37.66663996,145.0271714,3,559,Lalor
705,Eton St/Albert St (Preston),-37.74388095,145.022285,3,567,Preston
706,Cherry Ct/Edmondson St (Lalor),-37.66587198,145.0249017,3,559,Lalor
707,Edmondson St/Curtin Ave (Lalor),-37.66452824,145.0237696,3,559,Lalor
708,Newton Cres/Curtin Ave (Lalor),-37.66515227,145.0212136,3,559,Lalor
709,Peter Lalor Walk/Station St (Lalor),-37.67312663,145.015775,3,559,Lalor
710,Heath St/Station St (Thomastown),-37.67654127,145.0151851,3,559,Thomastown
711,Blake Park/Albert St (Preston),-37.74162795,145.0228216,3,567,Preston
712,Heather Ave/Spring St (Thomastown),-37.68184381,145.0052467,3,557,Thomastown
713,Johnson St/Spring St (Thomastown),-37.68226084,145.0091249,3,557,Thomastown
714,McLeod St/Spring St (Thomastown),-37.68261815,145.0126759,3,557,Thomastown
715,Cook Reserve/Victoria Dr (Thomastown),-37.67355042,144.9913076,3,557,Thomastown
716,Gillwell Rd/Barry Rd (Thomastown),-37.67151186,144.9938455,3,557,Thomastown
717,Franklin Rd/Edgars Rd (Lalor),-37.67011987,145.0031571,3,357,Lalor
718,Robert St/Edgars Rd (Lalor),-37.66776806,145.0042405,3,357,Lalor
719,Dion Cl/Edgars Rd (Lalor),-37.66538614,145.0051432,3,357,Lalor
720,Mount View Rd/Kingsway Dr (Lalor),-37.66460627,145.0075221,3,557,Lalor
721,Lyndon St/Kingsway Dr (Lalor),-37.66500999,145.0111504,3,557,Lalor
722,Linoak Ave/Kingsway Dr (Lalor),-37.66524274,145.0131961,3,557,Lalor
723,Mount View Rd/Main St (Thomastown),-37.67979342,145.0097691,3,357,Thomastown
724,Lantana Ave/Main St (Thomastown),-37.67942682,145.0062072,3,357,Thomastown
725,Simpson St/Main St (Thomastown),-37.67895487,145.0017523,3,357,Thomastown
726,Alexina St/Alfrieda St (St Albans),-37.74031273,144.8011384,3,418,St Albans
727,Alexina St/Alfrieda St (St Albans),-37.74031273,144.8011384,3,421,St Albans
728,Westvale Church/Alfrieda St (St Albans),-37.73775346,144.8016226,3,418,St Albans
729,Westvale Church/Alfrieda St (St Albans),-37.73775346,144.8016226,3,421,St Albans
730,Collins St/Biggs St (St Albans),-37.73697864,144.8025987,3,421,St Albans
731,Walmer Ave/Biggs St (St Albans),-37.73743546,144.8063185,3,421,St Albans
732,Leslie St/Biggs St (St Albans),-37.73776742,144.8091456,3,421,St Albans
733,40 Dorking Rd (Box Hill North),-37.81636664,145.1311687,3,270,Box Hill
734,9 Stenson Rd (Kealba),-37.73921615,144.8245925,3,421,Keilor Downs
735,Driscolls Rd/Stenson Rd (Kealba),-37.73827016,144.8280244,3,421,Keilor Downs
736,Harefield Cres/Driscolls Rd (Kealba),-37.73693278,144.8273373,3,421,Keilor Downs
737,Leavesdon Ave/Driscolls Rd (Kealba),-37.73488199,144.8255931,3,421,Keilor Downs
738,29 Driscolls Rd (Kealba),-37.73168752,144.822918,3,421,Keilor Downs
739,Green Gully Rd/Driscolls Rd (Kealba),-37.72832293,144.8207927,3,421,Keilor Downs
740,170 Green Gully Rd (Kealba),-37.72876499,144.8178978,3,421,Keilor Downs
741,17 Taylors Rd (St Albans),-37.72950426,144.813054,3,421,St Albans
742,Oslo Way/Taylors Rd (Keilor Downs),-37.72912225,144.8094685,3,418,St Albans
743,Oslo Way/Taylors Rd (Keilor Downs),-37.72912225,144.8094685,3,421,St Albans
744,Carbine Way/Taylors Rd (Keilor Downs),-37.72792313,144.7983167,3,418,Keilor Downs
745,Carbine Way/Taylors Rd (Keilor Downs),-37.72792313,144.7983167,3,421,Keilor Downs
746,Theodore St/Taylors Rd (Keilor Downs),-37.7280174,144.8004696,3,418,Keilor Downs
747,Theodore St/Taylors Rd (Keilor Downs),-37.7280174,144.8004696,3,421,Keilor Downs
748,Crevelli St/Tyler St (Preston),-37.73267569,145.0290737,3,567,Reservoir
749,Keilor Shopping Centre/Taylors Rd (Keilor Downs),-37.72732841,144.8060495,3,418,Keilor Downs
750,Keilor Shopping Centre/Taylors Rd (Keilor Downs),-37.72732841,144.8060495,3,421,Keilor Downs
751,Carbine Way/Goodwood Dr (Keilor Downs),-37.72578853,144.7954868,3,421,Keilor Downs
752,Goodwood Dr/Belmont Ave (Keilor Downs),-37.7242358,144.7963043,3,421,Keilor Downs
753,Thornhill Dr/Belmont Ave (Keilor Downs),-37.72362154,144.7996013,3,421,Keilor Downs
754,Belmont Ave/Copernicus Way (Keilor Downs),-37.7211646,144.8007404,3,421,Keilor Downs
755,Lancia Dr/Copernicus Way (Keilor Downs),-37.71971679,144.7984916,3,421,Keilor Downs
756,Goodwood Dr/Copernicus Way (Keilor Downs),-37.71915592,144.7950028,3,421,Keilor Downs
757,Roseberry Ave/Copernicus Way (Keilor Downs),-37.71779909,144.7918439,3,421,Keilor Downs
758,Burkitt Ct/Tyler St (Preston),-37.73287926,145.0310087,3,567,Reservoir
759,Darebin Ave/Copernicus Way (Keilor Downs),-37.71506488,144.7897243,3,421,Keilor Downs
760,Lady Nelson Way/Copernicus Way (Keilor Downs),-37.71266444,144.7895461,3,421,Keilor Downs
761,Lady Nelson Way/Chichester Dr (Taylors Lakes),-37.7117239,144.7932153,3,421,Taylors Lakes
762,Cocoparra Cres/Chichester Dr (Taylors Lakes),-37.70960334,144.7940269,3,421,Taylors Lakes
763,Reed (west) Cres/Bond Dr (Taylors Lakes),-37.70372693,144.7848551,3,419,Taylors Lakes
764,Reed (east) Cres/Bond Dr (Taylors Lakes),-37.70204626,144.7817408,3,419,Taylors Lakes
765,438 Nepean Hwy (Frankston),-38.14158201,145.1215086,3,779,Frankston
766,438 Nepean Hwy (Frankston),-38.14158201,145.1215086,3,780,Frankston
767,O'Grady Ave/Nepean Hwy (Frankston),-38.13786283,145.1233611,3,779,Frankston
768,O'Grady Ave/Nepean Hwy (Frankston),-38.13786283,145.1233611,3,780,Frankston
769,Mereweather Ave/Nepean Hwy (Frankston),-38.13438864,145.1241917,3,779,Frankston
770,Mereweather Ave/Nepean Hwy (Frankston),-38.13438864,145.1241917,3,780,Frankston
771,Seston St/Tyler St (Reservoir),-37.73313429,145.0333281,3,567,Reservoir
772,Ambassador Motel/340 Nepean Hwy (Frankston),-38.133022,145.1243865,3,779,Frankston
773,Ambassador Motel/340 Nepean Hwy (Frankston),-38.133022,145.1243865,3,780,Frankston
774,Nepean Hwy/Overton Rd (Frankston),-38.12947882,145.1254126,3,779,Frankston
775,Nepean Hwy/Overton Rd (Frankston),-38.12947882,145.1254126,3,780,Frankston
776,Kananook Ave/Boonong Ave (Seaford),-38.12568077,145.1268445,3,779,Seaford
777,Kananook Ave/Boonong Ave (Seaford),-38.12568077,145.1268445,3,780,Seaford
778,Fortescue Ave/Boonong Ave (Seaford),-38.12583517,145.1280498,3,779,Seaford
779,Kananook Primary School/Boonong Ave (Seaford),-38.12614863,145.1307569,3,779,Seaford
780,Kananook Station/Wells Rd (Seaford),-38.12120749,145.135115,3,778,Seaford
781,Kananook Station/Wells Rd (Seaford),-38.12120749,145.135115,3,779,Seaford
782,Kananook Station/Wells Rd (Seaford),-38.12120749,145.135115,3,832,Seaford
783,Kananook Station/Wells Rd (Seaford),-38.12120749,145.135115,3,901,Seaford
784,Vicroads Motor Registration Office/Hartnett Dr (Seaford),-38.11784296,145.140596,3,778,Seaford
785,Vicroads Motor Registration Office/Hartnett Dr (Seaford),-38.11784296,145.140596,3,779,Seaford
786,Peninsula Bvd/Hartnett Dr (Seaford),-38.11489466,145.14107,3,778,Seaford
787,Peninsula Bvd/Hartnett Dr (Seaford),-38.11489466,145.14107,3,779,Seaford
788,Heversham Dr/Hartnett Dr (Seaford),-38.11207771,145.1418714,3,778,Seaford
789,Heversham Dr/Hartnett Dr (Seaford),-38.11207771,145.1418714,3,779,Seaford
790,Sullivan Memorial Park/Seston St (Reservoir),-37.73187154,145.033804,3,567,Reservoir
791,Clarke St/Johnston St (Abbotsford),-37.80062579,145.0018168,3,200,Abbotsford
792,Clarke St/Johnston St (Abbotsford),-37.80062579,145.0018168,3,207,Abbotsford
793,Boonong Ave/Fortescue Ave (Seaford),-38.12551625,145.1278298,3,780,Seaford
794,Buna Ave/Fortescue Ave (Seaford),-38.12331478,145.1282283,3,780,Seaford
795,McCulloch Ave/Fortescue Ave (Seaford),-38.12107544,145.1285136,3,780,Seaford
796,Milne Ave/Fortescue Ave (Seaford),-38.11830036,145.1291092,3,780,Seaford
797,Moresby Ave/Fortescue Ave (Seaford),-38.11639632,145.1295114,3,780,Seaford
798,Bardia Ave/Fortescue Ave (Seaford),-38.11376499,145.1300804,3,780,Seaford
799,Seaford Rd/Fortescue Ave (Seaford),-38.11099109,145.1301853,3,780,Seaford
800,Johnstone St/Railway Pde (Seaford),-38.10933611,145.1298169,3,780,Seaford
801,Seaford Railway Station/Railway Pde (Seaford),-38.10428935,145.1286683,3,780,Seaford
802,Clingin St/Seston St (Reservoir),-37.72915851,145.0343183,3,567,Reservoir
803,Seaford North Reserve/Railway Pde (Seaford),-38.10030349,145.1284963,3,780,Seaford
804,Selsey St/Railway Pde (Seaford),-38.09634756,145.128506,3,780,Seaford
805,Armstrongs Rd/Railway Pde (Seaford),-38.09294056,145.1284675,3,780,Seaford
806,Arthur St/Railway Pde (Seaford),-38.09159783,145.1284675,3,780,Seaford
807,Coolibar Ave/Railway Pde (Seaford),-38.08891321,145.1279545,3,780,Seaford
808,Attunga Cres/Railway Pde (Seaford),-38.08510278,145.1274816,3,780,Seaford
809,Burrawong Ave/Railway Pde (Seaford),-38.08300738,145.1277517,3,780,Seaford
810,Kalimna St/Eel Race Rd (Carrum),-38.08176623,145.12621,3,780,Carrum - Patterson Lakes
811,Caddy Ct/Clingin St (Reservoir),-37.7287497,145.0325024,3,567,Reservoir
812,Sugar Berry Rise/Scarlet Oak Ave (Melton West),-37.6591171,144.5667097,3,455,Melton West
813,Stewart St/Nicholson St (Brunswick East),-37.76557525,144.9804765,3,503,Brunswick East
814,Glenmorgan St/Nicholson St (Brunswick East),-37.76358998,144.9792704,3,503,Brunswick East
815,Lyndhust Cres/Nicholson St (Brunswick East),-37.76261376,144.9780483,3,503,Brunswick East
816,Lygon St/Albion St (Brunswick East),-37.7620623,144.9732276,3,503,Brunswick
817,Barrow St/Albion St (Brunswick),-37.76159228,144.9694831,3,503,Brunswick
818,Mountfield St/Albion St (Brunswick),-37.7614523,144.9681588,3,503,Brunswick
819,De Carle St/Albion St (Brunswick),-37.76107123,144.9648774,3,503,Brunswick
820,Sydney Rd/Albion St (Brunswick),-37.76090299,144.9634858,3,503,Brunswick
821,Anstey Railway Station/222 Albion St (Brunswick),-37.76053473,144.960431,3,503,Brunswick
822,Progress Park/Chaleyer St (Reservoir),-37.72849381,145.0295931,3,567,Reservoir
823,Austral Ave/Albion St (Brunswick),-37.76010014,144.9566744,3,503,Brunswick
824,Westbourne St/Albion St (Brunswick),-37.75949884,144.9516284,3,503,Brunswick
825,Hamilton St/Albion St (Brunswick West),-37.75920261,144.9491053,3,503,Brunswick West
826,Wallace St/Albion St (Brunswick West),-37.75893948,144.9469331,3,503,Brunswick West
827,Melville Rd/Albion St (Brunswick West),-37.75875183,144.9454741,3,503,Brunswick West
828,Bent St/Albion St (Brunswick West),-37.75838132,144.9423174,3,503,Brunswick West
829,Gronn Pl/Albion St (Brunswick West),-37.75799152,144.9390932,3,503,Brunswick West
830,Yarrabin St/Albion St (Brunswick West),-37.75769185,144.9363887,3,503,Brunswick West
831,Waxman Pde/Albion St (Brunswick West),-37.75748227,144.9347146,3,503,Brunswick West
832,Eisenhower St/Chaleyer St (Reservoir),-37.72829382,145.0278737,3,567,Reservoir
833,Lawson St/Albion St (Essendon),-37.75693284,144.9326755,3,503,Essendon - Aberfeldie
834,Tennyson St/Albion St (Essendon),-37.75666215,144.9311166,3,503,Essendon - Aberfeldie
835,McPherson St/Albion St (Essendon),-37.7563833,144.9285819,3,503,Essendon - Aberfeldie
836,Pascoe Vale Rd/Albion St (Essendon),-37.7561324,144.9266139,3,503,Essendon - Aberfeldie
837,Raleigh St/Pascoe Vale Rd (Essendon),-37.75415222,144.9257271,3,503,Essendon - Aberfeldie
838,Raleigh St/Pascoe Vale Rd (Essendon),-37.75415222,144.9257271,3,510,Essendon - Aberfeldie
839,Pascoe Vale Rd/Brewster St (Essendon),-37.75148328,144.9246212,3,503,Essendon - Aberfeldie
840,Shaftesbury St/Brewster St (Essendon),-37.75121671,144.9222793,3,503,Essendon - Aberfeldie
841,Napier St/Brewster St (Essendon),-37.75087501,144.9187478,3,503,Essendon - Aberfeldie
842,Mashoobra St/Boundary Rd (Coburg North),-37.71865906,144.9569287,3,534,Coburg North
843,Adler Gr/Boundary Rd (Coburg North),-37.71836352,144.9539191,3,534,Coburg North
844,Shorts Rd/Lorensen Ave (Coburg North),-37.72352161,144.9608682,3,534,Coburg North
845,Athol St/Shorts Rd (Coburg North),-37.72354222,144.9578951,3,534,Coburg North
846,Guilfoyle Ave/Shorts Rd (Coburg North),-37.72318478,144.9544332,3,534,Coburg North
847,Merbein St/Sussex St (Pascoe Vale),-37.71753264,144.9517411,3,534,Pascoe Vale
848,Kingsley College/South St (Hadfield),-37.71545421,144.9498585,3,534,Pascoe Vale
849,Pascoe Vale Gardens Retirement Village/South St (Hadfield),-37.71502252,144.9462856,3,534,Pascoe Vale
850,Princess St/South St (Hadfield),-37.71465911,144.9430172,3,534,Pascoe Vale
851,Dorrington Ave/Albert St (Reservoir),-37.72652874,145.0247209,3,556,Reservoir
852,Dorrington Ave/Albert St (Reservoir),-37.72652874,145.0247209,3,382,Reservoir
853,Cumberland Rd/South St (Hadfield),-37.71443728,144.9411515,3,534,Pascoe Vale
854,West St/South St (Hadfield),-37.71402473,144.9376576,3,534,Pascoe Vale
855,Walter St/West St (Hadfield),-37.71169524,144.9374046,3,534,Glenroy
856,Ila St/West St (Glenroy),-37.70987168,144.9377388,3,534,Glenroy
857,West St/Glenroy Rd (Glenroy),-37.70739284,144.9377054,3,534,Glenroy
858,West St/Glenroy Rd (Glenroy),-37.70739284,144.9377054,3,951,Glenroy
859,Sewell Reserve/Glenroy Rd (Glenroy),-37.70708278,144.9349236,3,534,Glenroy
860,Northern Golf Club/Glenroy Rd (Glenroy),-37.70654888,144.9301744,3,534,Glenroy
861,Glenroy College/Cardinal Rd (Glenroy),-37.70468726,144.9288537,3,534,Glenroy
862,St Agnes Ct/Melbourne Ave (Glenroy),-37.70354051,144.9261634,3,534,Glenroy
863,Fenwick St/Chadstone Rd (Malvern East),-37.88227985,145.0791112,3,612,Malvern East
864,Corpus Christi School/Melbourne Ave (Glenroy),-37.70320958,144.923235,3,534,Glenroy
865,Corpus Christi School/Melbourne Ave (Glenroy),-37.70320958,144.923235,3,536,Glenroy
866,Churchill St/Melbourne Ave (Glenroy),-37.70289538,144.9207484,3,534,Glenroy
867,Churchill St/Melbourne Ave (Glenroy),-37.70289538,144.9207484,3,536,Glenroy
868,Jeffrey St/Lauricella Ave (Keilor East),-37.74565731,144.8613894,3,406,Keilor East
869,St Damian's PS/Settlement Rd (Bundoora),-37.69764146,145.0564736,3,902,Bundoora
870,Arcade Sq/West Gtwy (Keilor East),-37.74537607,144.8553373,3,406,Keilor East
871,Sterling Dr/Norwood Dr (Keilor East),-37.74183769,144.8525456,3,406,Keilor East
872,28 Sterling Dr (Keilor East),-37.74175311,144.8607755,3,406,Keilor East
873,Buckley St/Milleara Rd (Avondale Heights),-37.75213766,144.8614412,3,406,Keilor East
874,Chaumont Dr/Milleara Rd (Avondale Heights),-37.75519703,144.8601953,3,406,Keilor East
875,Holden Ave/Military Rd (Avondale Heights),-37.75702951,144.8598701,3,406,Keilor East
876,Ridley Ave/Military Rd (Avondale Heights),-37.76090433,144.8613476,3,406,Keilor East
877,Westminster Dr/Military Rd (Avondale Heights),-37.76347411,144.8624201,3,406,Keilor East
878,Alexander St/Military Rd (Avondale Heights),-37.76712599,144.8640291,3,406,Keilor East
879,Riverside Ave/Military Rd (Avondale Heights),-37.76962307,144.8650698,3,406,Keilor East
880,Glenside St/Canning St (Avondale Heights),-37.77076024,144.8686472,3,407,Keilor East
881,Glenside St/Canning St (Avondale Heights),-37.77076024,144.8686472,3,406,Keilor East
882,Rosamond Rd/Mitchell St (Maribyrnong),-37.7832438,144.8847754,3,406,Maribyrnong
883,Prince St/Mitchell St (Maribyrnong),-37.78350763,144.8874249,3,406,Maribyrnong
884,Birdwood St/Gordon St (Maribyrnong),-37.7852221,144.8905668,3,406,Maribyrnong
885,Birdwood St/Gordon St (Maribyrnong),-37.7852221,144.8905668,3,952,Maribyrnong
886,Owen St/Gordon St (Maribyrnong),-37.78746778,144.8901622,3,406,West Footscray - Tottenham
887,Ballarat Rd/Gordon St (Footscray),-37.79079023,144.8894999,3,406,West Footscray - Tottenham
888,Commercial Rd/Ballarat Rd (Footscray),-37.79211125,144.8923127,3,406,West Footscray - Tottenham
889,Victoria University/Ballarat Rd (Footscray),-37.79372922,144.8976268,3,409,West Footscray - Tottenham
890,Victoria University/Ballarat Rd (Footscray),-37.79372922,144.8976268,3,406,West Footscray - Tottenham
891,Victoria University/Ballarat Rd (Footscray),-37.79372922,144.8976268,3,941,West Footscray - Tottenham
892,Victoria University/Ballarat Rd (Footscray),-37.79372922,144.8976268,3,942,West Footscray - Tottenham
893,Victoria University/Ballarat Rd (Footscray),-37.79372922,144.8976268,3,952,West Footscray - Tottenham
894,28 McCubbin Dr (Taylors Lakes),-37.69370345,144.7746747,3,421,Taylors Lakes
895,28 McCubbin Dr (Taylors Lakes),-37.69370345,144.7746747,3,476,Taylors Lakes
896,Overnewton College/Robertsons Rd (Taylors Lakes),-37.69125971,144.7736364,3,421,Taylors Lakes
897,64 Robertsons Rd (Taylors Lakes),-37.68716304,144.7776485,3,421,Taylors Lakes
898,Carnarvon Cl/Palmerston Cres (Taylors Lakes),-37.68596344,144.7804625,3,421,Taylors Lakes
899,11 Palmerston Cres (Taylors Lakes),-37.68859185,144.7826974,3,421,Taylors Lakes
900,71 Wellesley Dr (Taylors Lakes),-37.69038404,144.7869533,3,421,Taylors Lakes
901,Lawson Ct/Wellesley Dr (Taylors Lakes),-37.69203088,144.7901931,3,421,Taylors Lakes
902,Preston Primary School/Tyler St (Preston),-37.73085628,145.0114323,3,567,Preston
903,Roseland Gr/St Elmo Rd (Ivanhoe),-37.76064245,145.0465506,3,548,Ivanhoe East - Eaglemont
904,Nordic Ave/Wellesley Dr (Taylors Lakes),-37.6941928,144.7930321,3,421,Taylors Lakes
905,43 Verona Dr (Taylors Lakes),-37.69555572,144.7955548,3,421,Taylors Lakes
906,Truro Cres/Verona Dr (Taylors Lakes),-37.69883998,144.7972154,3,421,Taylors Lakes
907,Taylors Lakes Shopping Centre/Melton Hwy (Taylors Lakes),-37.70173138,144.8005211,3,421,Taylors Lakes
908,Taylors Lakes Shopping Centre/Melton Hwy (Taylors Lakes),-37.70173138,144.8005211,3,941,Taylors Lakes
909,Wyperfeld Ave/Sunshine Ave (Keilor Downs),-37.71094189,144.8039353,3,419,Taylors Lakes
910,Swindon Cres/Odessa Ave (Keilor Downs),-37.71557726,144.8055681,3,419,Keilor Downs
911,Snowdon Cl/Odessa Ave (Keilor Downs),-37.71547677,144.8074315,3,419,Keilor Downs
912,Keilor Downs Secondary College/Odessa Ave (Keilor Downs),-37.71553432,144.8105267,3,419,Keilor Downs
913,Cromer Pl/Odessa Ave (Keilor Downs),-37.71833977,144.8121345,3,419,Keilor Downs
914,Tennyson Ave/Tyler St (Preston),-37.73053912,145.0086608,3,567,Preston
915,Tarella Dr/Odessa Ave (Keilor Downs),-37.72118363,144.8124138,3,419,Keilor Downs
916,Antwerp Dr/Odessa Ave (Keilor Downs),-37.72396941,144.8119915,3,419,Keilor Downs
917,Dongola Rd/Sunshine Ave (Keilor Downs),-37.72659921,144.8123906,3,419,Keilor Downs
918,Green Gully Rd/Sunshine Ave (St Albans),-37.73056729,144.8159501,3,419,St Albans
919,Green Gully Rd/Sunshine Ave (St Albans),-37.73056729,144.8159501,3,941,St Albans
920,Fox St/Sunshine Ave (St Albans),-37.73316743,144.8181543,3,419,St Albans
921,Norman St/Sunshine Ave (St Albans),-37.73508992,144.8197773,3,419,St Albans
922,William St/Sunshine Ave (St Albans),-37.7383362,144.822326,3,419,St Albans
923,Harcourt Ave/Sunshine Ave (St Albans),-37.7406742,144.824493,3,419,St Albans
924,Harcourt Ave/Sunshine Ave (St Albans),-37.7406742,144.824493,3,941,St Albans
925,105 Sunshine Ave (St Albans),-37.74310936,144.8265552,3,419,St Albans
926,73 Sunshine Ave (St Albans),-37.74516873,144.8282767,3,419,St Albans
927,McLaughlin Cres/Redleap Ave (Mill Park),-37.66178228,145.0663309,3,564,Mill Park
928,Sage Ave/Main Rd East (St Albans),-37.74759239,144.8282512,3,419,Keilor Downs
929,Wahgunyah Dr/Main Rd East (St Albans),-37.74730171,144.8261715,3,419,St Albans
930,Branston Rd/Main Rd East (St Albans),-37.74710232,144.8241573,3,419,St Albans
931,Cowper Ave/Main Rd East (St Albans),-37.74669424,144.8210937,3,419,St Albans
932,Errington Rd/Main Rd East (St Albans),-37.74607625,144.8154601,3,408,St Albans
933,Errington Rd/Main Rd East (St Albans),-37.74607625,144.8154601,3,419,St Albans
934,Leonard Ave/Main Rd East (St Albans),-37.74560444,144.8118878,3,408,St Albans
935,Leonard Ave/Main Rd East (St Albans),-37.74560444,144.8118878,3,419,St Albans
936,Erica Ave/Main Rd East (St Albans),-37.74463236,144.8032348,3,408,St Albans
937,Erica Ave/Main Rd East (St Albans),-37.74463236,144.8032348,3,419,St Albans
938,Edward St/Settlement Rd (Bundoora),-37.69742049,145.0545513,3,902,Bundoora
939,Outlook Rise/Settlement Rd (Bundoora),-37.69704921,145.0511698,3,902,Bundoora
940,Latrobe Ave/Settlement Rd (Bundoora),-37.69624562,145.0467223,3,902,Bundoora
941,High St/Station St (Reservoir),-37.72971303,145.0051088,3,567,Reservoir
942,Greenhills Rd/Settlement Rd (Bundoora),-37.6954474,145.0442368,3,902,Bundoora
943,Norris Cres/Settlement Rd (Bundoora),-37.69470295,145.0411942,3,902,Thomastown
944,Apex Ct/Settlement Rd (Thomastown),-37.69420238,145.0360244,3,902,Thomastown
945,Brand Dr/Settlement Rd (Thomastown),-37.69386441,145.0330506,3,902,Thomastown
946,42-Clyde St/Raleigh Rd (Maribyrnong),-37.76969864,144.8988413,0,57,Maribyrnong
947,42-Clyde St/Raleigh Rd (Maribyrnong),-37.76969864,144.8988413,0,82,Maribyrnong
948,Hanrahan St/Wood St (Thomastown),-37.6932312,145.0269772,3,902,Thomastown
949,Cheddar Rd West/Keon Pde (Reservoir),-37.69614289,145.0216489,3,902,Reservoir
950,Finton Gr/Keon Pde (Reservoir),-37.69557822,145.0164695,3,902,Reservoir
951,Keon Park Railway Station/Keon Pde (Reservoir),-37.69513111,145.0129316,3,902,Reservoir
952,High St/Mahoneys Rd (Reservoir),-37.69487708,145.0101598,3,902,Reservoir
953,William Ruthven Sec College/Mahoneys Rd (Reservoir),-37.69409124,145.0025935,3,902,Reservoir
954,Long St/Mahoneys Rd (Reservoir),-37.69370081,144.9987027,3,902,Reservoir
955,Callander St/Mahoneys Rd (Reservoir),-37.69331257,144.9949479,3,902,Reservoir
956,Hughes Pde/Mahoneys Rd (Reservoir),-37.69284358,144.9901633,3,902,Reservoir
957,Hughes Pde/Mahoneys Rd (Reservoir),-37.69284358,144.9901633,3,558,Reservoir
958,Orchid Ave/Mahoneys Rd (Reservoir),-37.69239938,144.9857864,3,902,Reservoir
959,Orchid Ave/Mahoneys Rd (Reservoir),-37.69239938,144.9857864,3,558,Reservoir
960,Lockton Ave/Mahoneys Rd (Reservoir),-37.69209424,144.9826986,3,902,Reservoir
961,Lockton Ave/Mahoneys Rd (Reservoir),-37.69209424,144.9826986,3,558,Reservoir
962,Sheargold Ct/Mahoneys Rd (Reservoir),-37.69162708,144.9780502,3,902,Reservoir
963,Phillip St/Mahoneys Rd (Reservoir),-37.69136654,144.9754716,3,902,Reservoir
964,Janice Ct/Mahoneys Rd (Campbellfield),-37.69022785,144.9632548,3,902,Campbellfield - Coolaroo
965,Campbellfield Plaza/Mahoneys Rd (Campbellfield),-37.68986181,144.959806,3,902,Campbellfield - Coolaroo
966,Moorhead Dr/Redleap Ave (Mill Park),-37.66356163,145.0649244,3,564,Mill Park
967,Concord Cct/Oakwood Rd (Albanvale),-37.75081471,144.7687313,3,424,Kings Park
968,Woodland Dr/Oakwood Rd (Albanvale),-37.74631516,144.7700127,3,424,Kings Park
969,Kardinia Dr/Oakwood Rd (Albanvale),-37.74450981,144.7703279,3,424,Kings Park
970,Delamare Dr/Evergreen Ave (Albanvale),-37.74339473,144.7652206,3,424,Kings Park
971,Wintersun Dr/Evergreen Ave (Albanvale),-37.74461154,144.7633342,3,424,Kings Park
972,98 Opie Rd (Albanvale),-37.74404914,144.761717,3,424,Kings Park
973,134 Opie Rd (Albanvale),-37.74188665,144.7631552,3,424,Kings Park
974,401 Main Rd West (Albanvale),-37.74042473,144.7649468,3,424,Kings Park
975,Entally Dr/Main Rd West (Albanvale),-37.74061075,144.7666774,3,424,Kings Park
976,Buckmaster Dr/Redleap Ave (Mill Park),-37.6651314,145.0655751,3,564,Mill Park
977,Copperfield College Junior Campus/Gillespie Rd (Kings Park),-37.73332465,144.771662,3,425,Kings Park
978,Maplewood Rd/Gillespie Rd (Kings Park),-37.7337061,144.7751568,3,425,Kings Park
979,Mavis Cres/Gillespie Rd (St Albans),-37.73417318,144.7793751,3,425,Kings Park
980,Kings Rd/Gillespie Rd (St Albans),-37.73437072,144.7817294,3,425,St Albans
