Address,Business.Type,Latitude,Longitude,Name.of.Business,Phone.Number,Suburb
,Childcare,-37.70665,145.118671,Briar Hill Child Care,,Montmorency Hill
,Childcare,-37.7321742,145.13246840000005,Lower Plenty Early Childhood Centre,,Montmorency Hill
,Childcare,-37.797396,145.359715,Goodstart Early Learning - Montrose,,Montrose
,Childcare,-37.765538,144.913046,Goodstart Early Learning - Moonee Ponds,,Moonee Ponds
,Childcare,-37.7651423,144.9249369,Moonee Ponds Kinder Haven,,Moonee Ponds
,Childcare,-37.7604726,144.92039540000005,Moonee Ponds Early Learning Centre,,Moonee Ponds
,Childcare,-37.9473744,145.08077450000005,Pelican Childcare Heatherton,,Moorabbin - Heatherton
,Childcare,-37.9398355,145.0502735,Guardian Childcare & Early Learning Centre  Moorabbin,,Moorabbin - Heatherton
,Childcare,-37.973078,145.108649,Joseph Avenue Early Learning & Kinder,,Moorabbin Airport
,Childcare,-37.993682,145.085327,Mountview Avenue Child Care Centre,,Mordialloc - Parkdale
,Childcare,-37.9896067,145.0942542,Parkdale Family And Children's Centre,,Mordialloc - Parkdale
,Childcare,-37.9837571,145.07137519999995,Goodstart Early Learning Parkdale,,Mordialloc - Parkdale
,Childcare,-38.0017789,145.0979394,Kindy Patch Mordialloc,,Mordialloc - Parkdale
,Childcare,-37.995073,145.092671,Kingston Kids PRE-School & Child Care Centre,,Mordialloc - Parkdale
,Childcare,-37.854212,145.36660700000004,Hills Community Child Care,,Mount Dandenong - Olinda
,Childcare,-38.180745,145.11291,Humphries Road Family Day Care,,Mount Eliza
,Childcare,-38.192336,145.081808,Kunyung Preschool,,Mount Eliza
,Childcare,-38.186242,145.095602,Mt Eliza House Childcare & Early Learning Centre,,Mount Eliza
,Childcare,-37.7925132,145.38801180000004,Children's House of Early Learning,,Mount Evelyn
,Childcare,-38.2568146,145.0384424,Goodstart Early Learning Mount Martha - Craigie Road,,Mount Martha
,Childcare,-38.2474665,145.04938059999995,Goodstart Early Learning Mount Martha,,Mount Martha
,Childcare,-37.88182000000001,145.116491,Hansen Street Children Centre,,Mount Waverley
,Childcare,-37.8704697,145.13264819999995,Greenlands Childrens Services,,Mount Waverley
,Childcare,-37.865858,145.132567,Koala Childcare Mt Waverley,,Mount Waverley
,Childcare,-37.859583,145.113643,Essex Heights Juniors Early Learning & Child Care Centre,,Mount Waverley
,Childcare,-37.92364960000001,145.1666491,Love Kids Early Learning Centre - Mulgrave,,Mulgrave
,Childcare,-37.9160946,145.1518141,Guardian Early Learning - Mulgrave,,Mulgrave
,Childcare,-37.9369886,145.1918127,Green Leaves Early Learning Waverley Gardens,,Mulgrave
,Childcare,-37.9084244,145.1580832,Platypus Junction Mulgrave,,Mulgrave
,Childcare,-37.9239256,145.1944958,The Children's Centre at The Body Shop,,Mulgrave
,Childcare,-37.90586500000001,145.066282,Leaves Early Learning Centre,,Murrumbeena
,Childcare,-38.0015717,145.3048371,Narre Warren Early Learning Centre,,Narre Warren East
,Childcare,-37.995406,145.30520900000005,Kids Narre Warren Early Learning Centre,,Narre Warren North
,Childcare,-38.047819200000006,145.29728669999997,Goodstart Early Learning - Narre Warren Pound Road South,,Narre Warren South
,Childcare,-38.062319,145.30056069999995,Goodstart Early Learning Narre Warren - Galloway Drive,,Narre Warren South
,Childcare,-38.0426185,145.2928813,Goodstart Early Learning Narre Warren - Pound Road North,,Narre Warren South
,Childcare,-38.0462023,145.2933631,Amberly Park World of Learning,,Narre Warren South
,Childcare,-38.0547175,145.2986201,Community Kids Narre Warren Early Education Centre,,Narre Warren South
,Childcare,-38.0525594,145.3021552,Nido Early School,,Narre Warren South
,Childcare,-37.9110678,145.120847,Nido Early School,,Oakleigh - Huntingdale
,Childcare,-37.837385,144.966224,Nido Early School,,South Melbourne
,Childcare,-37.762684,145.15675,Nido Early School,,Templestowe
,Childcare,-38.0547474,145.29862590000005,Narre Warren Kids Education Centre,,Narre Warren South
,Childcare,-38.0577044,145.3147768,Happy Days Early Learning,,Narre Warren South
,Childcare,-38.0428478,145.3188455,KingKids Narre Warren,,Narre Warren West
,Childcare,-38.0271776,145.3053301,Glorykids Childcare and Kindergarten,,Narre Warren West
,Childcare,-37.8290191,144.8816961,The Learning Sanctuary Spotswood,,Newport
,Childcare,-37.8466567,144.86853190000005,Newport Gardens Early Years Centre,,Newport
,Childcare,-37.8411369,144.86853530000005,Sunny Side Kids,,Newport
,Childcare,-37.9690873,145.1785057,Goodstart Early Learning Noble Park,,Noble Park
,Childcare,-37.961184,145.181218,Kinderworld Day Care Centre,,Noble Park
,Childcare,-37.965251,145.177729,Noble Park Early Learning Centre,,Noble Park
,Childcare,-37.9655459,145.1767074,Family Day Care Plus,,Noble Park
,Childcare,-37.7927891,144.94187730000004,Hotham Hub Children's Centre,,North Melbourne
,Childcare,-37.796491,144.943723,St Catherine's Early Education Centre (Childcare),,North Melbourne
,Childcare,-37.7736071,144.999575,Annie Dennis Children's Centre,,Northcote
,Childcare,-37.7686148,144.9961243,TimeOut Educare,,Northcote
,Childcare,-37.814039,145.17620300000004,Little Raskals Kindergarten & Child Care Centre,,Nunawading
,Childcare,-37.8223423,145.1755015,Our Kids Child Care Centre,,Nunawading
,Childcare,-37.8119316,145.170962,Starfish Early Learning Centre - Nunawading,,Nunawading
,Childcare,-37.8976071,145.10120849999996,Goodstart Early Learning Oakleigh,,Oakleigh - Huntingdale
,Childcare,-37.896744700000006,145.10181409999996,3 Bees Early Learning Centre,,Oakleigh - Huntingdale
,Childcare,-37.9207791,145.0875935,Bright Beginnings Child Care Centre,,Oakleigh - Huntingdale
,Childcare,-37.8893821,145.0378552,Goodstart Early Learning - Glen Huntly,,Ormond Huntly
,Childcare,-37.9005085,145.038205,Dalmor Avenue Early Learning & Kinder,,Ormond Huntly
,Childcare,-37.778479,144.93977019999997,Penguin Childcare Parkville,,Parkville
,Childcare,-37.725774,144.947333,Derby street childrens center,,Pascoe Vale
,Childcare,-37.7293303,144.9393789,Goodstart Early Learning Pascoe Vale - Cumberland Road East,,Pascoe Vale
,Childcare,-37.7246949,144.94000490000005,Pascoe Vale Early Learning Centre & Kindergarten,,Pascoe Vale
,Childcare,-37.724633,144.92133,Registered Moreland Family Day Care / Childcare,,Pascoe Vale
,Childcare,-37.713801,144.917008,Oak Park Childrens Centre,,Pascoe Vale
,Childcare,-37.7295758,144.93844040000005,Goodstart Early Learning Pascoe Vale - Cumberland Road West,,Pascoe Vale
,Childcare,-37.749136,144.935412,Coonans Hill Early Learning Centre,,Pascoe Vale South
,Childcare,-37.7372675,144.9327757,Community Kids Pascoe Vale Early Education Centre,,Pascoe Vale South
,Childcare,-38.2106412,145.37821609999997,Rose Garden Kids,,Pearcedale - Tooradin
,Childcare,-37.6831857,145.1185816,Community Kids Haven Early Learning & Kinder Greensborough,,Plenty - Yarrambat
,Childcare,-37.682733,145.10523600000005,Happy Campers Family Day Care,,Plenty - Yarrambat
,Childcare,-37.6841919,145.03715060000005,Happy Campers Family Day Care,,Thomastown
,Childcare,-37.8829674,144.734646,Point Cook World of Learning,,Point Cook
,Childcare,-37.88818300000001,144.718629,Kids on the Rise,,Point Cook
,Childcare,-37.9000797,144.7403201,Sparrow Early Learning Alamanda,,Point Cook
,Childcare,-37.8916011,144.72930780000004,Point Cook Play & Learn Childcare Centre,,Point Cook
,Childcare,-37.8847949,144.7318555,Goodstart Early Learning Point Cook - Lemongrass Circuit,,Point Cook
,Childcare,-37.893615,144.760483,Kids Resort Early Learning Centre,,Point Cook
,Childcare,-37.893598,144.726746,Point Cook YMCA Early Learning Centre,,Point Cook
,Childcare,-37.876891,144.749113,Precious Stars Family Day care,,Point Cook
,Childcare,-37.89769,144.724231,Lou's Family Day Care,,Point Cook
,Childcare,-37.9025527,144.7562436,Explorers Early Learning - Point Cook,,Point Cook
,Childcare,-37.893735,144.75396899999996,Milestones Early Learning Point Cook,,Point Cook
,Childcare,-37.88705220000001,144.75032140000005,Goodstart Early Learning Point Cook - Shaftsbury Boulevard,,Point Cook
,Childcare,-37.90416,144.7372431,Virtual Personal Management,,Point Cook
,Childcare,-37.8805103,144.74390680000005,Goodstart Early Learning Point Cook - The Strand,,Point Cook
,Childcare,-37.9110771,144.7646826,Creative Garden Early Learning Point Cook,,Point Cook
,Childcare,-38.3714056,144.85681709999997,Lyndel Child Care Centre,,Point Nepean
,Childcare,-38.3383912,144.737598,Sorrento Community Centre,,Point Nepean
,Childcare,-38.370339,144.858544,Tootgarook PRE-School & Infant Welfare Centre,,Point Nepean
,Childcare,-38.3710041,144.8576749,Capel Sounds Educational Child Care Centre,,Point Nepean
,Childcare,-37.8384349,144.91940359999995,Ada Mary a'Beckett Childrens Centre,,Port Melbourne
,Childcare,-37.84009,144.9443045,Womindjeka Family and Children's Centre,,Port Melbourne
,Childcare,-37.841177,144.93963,Matrix Early Learning Port Melbourne,,Port Melbourne
,Childcare,-37.83518,144.935124,Clark Street Children's Centre,,Port Melbourne
,Childcare,-37.85243300000001,144.999652,High Street Early Learning Centre,,Prahran - Windsor
,Childcare,-37.8504342,144.98666809999997,Donald Street Early Learning & Kinder,,Prahran - Windsor
,Childcare,-37.7484729,145.0169205,Victoria Street Early Learning & Kinder,,Preston
,Childcare,-37.7362064,145.027651,Northland Kinder Haven,,Preston
,Childcare,-37.7383055,145.0251845,Melbourne Juniors Child Care Centre,,Preston
,Childcare,-37.7368932,144.9972898,Tree House Early Learning Centre - Preston,,Preston
,Childcare,-37.73773660000001,144.9930786,Wonder World Play Centre,,Preston
,Childcare,-37.7442256,144.9900215,Bell Street Early Learning & Kinder,,Preston
,Childcare,-37.733522,145.008326,Wood Street Childcare Centre,,Preston
,Childcare,-37.738176,145.004724,Happy Hubbub - Shared Workspace & Childcare,,Preston
,Childcare,-37.70144620000001,145.003936,Starfish Early Learning Centre - Reservoir,,Reservoir
,Childcare,-37.716756,145.000874,Kookaburra Kindergarten Inc.,,Reservoir
,Childcare,-37.71582100000001,144.999694,AMIGA Montessori Reservoir,,Reservoir
,Childcare,-37.700389,144.997918,Merrilands Children's Centre and Kindergarten,,Reservoir
,Childcare,-37.7298354,145.0022883,Goodstart Early Learning - Preston,,Reservoir
,Childcare,-37.699808,145.03131299999995,Goodstart Early Learning Reservoir,,Reservoir
,Childcare,-37.7164089,145.0044918,Edwardes St Child care center & Kindergarten,,Reservoir
,Childcare,-37.7233011,145.0172919,Oakhill Children's Centre,,Reservoir
,Childcare,-37.8200983,145.0118416,Bridge Road Early Learning Centre,,Richmond
,Childcare,-37.8150549,145.0128682,Yarraberg Children's Centre Richmond,,Richmond
,Childcare,-37.8273643,145.0119211,Green Leaves Early Learning Richmond,,Richmond
,Childcare,-37.8219423,144.99893400000005,Goodstart Early Learning - Richmond,,Richmond
,Childcare,-37.8173704,145.001471,Richmond Multicultural Childrens Centre Inc,,Richmond
,Childcare,-37.816763,144.995112,Camelot Early Learning Centre - Richmond,,Richmond
,Childcare,-37.4660386,144.662099,Goodstart Early Learning Riddells Creek,,Riddells Creek
,Childcare,-37.813688,145.223694,Top Kids Childcare & Pre-School Ringwood Centre,,Ringwood
,Childcare,-37.8319322,145.2238419,Choklits Child Care,,Ringwood
,Childcare,-37.8069799,145.2271254,Swan Childcare & Kindergarten - Ringwood,,Ringwood
,Childcare,-37.806046,145.232338,Kids on Mullum Child Care,,Ringwood
,Childcare,-37.828351,145.256927,Heathmont East Early Learning Centre,,Ringwood East
,Childcare,-37.8227849,145.2616609,Tarralla Kindergarten,,Ringwood East
,Childcare,-37.836037,145.22991000000005,Community Kids Heathmont Early Education Centre,,Ringwood East
,Childcare,-37.81440300000001,145.24856,Knaith Road Child Care Centre & Kindergarten,,Ringwood East
,Childcare,-37.8093635,145.2405302,A Step Ahead Early Learning Ringwood,,Ringwood East
,Childcare,-37.8328891,145.23458119999995,Cuddly Bear Child Care & Kindergarten,,Ringwood East
,Childcare,-37.8015588,145.23333,North Ringwood Community Children's Centre,,Ringwood North
,Childcare,-37.79265,145.234752,Goodstart Early Learning Ringwood,,Ringwood North
,Childcare,-37.795171,145.238673,North Ringwood Playgroup,,Ringwood North
,Childcare,-37.780532,144.753638,Penguin Childcare Ravenhall,,Rockbank Cottrell
,Childcare,-37.35927279999999,144.749275,Romsey Early Education Centre,,Romsey
,Childcare,-37.277204,144.740399,Lancefield Early Education Centre,,Romsey
,Childcare,-38.3748671,144.8853523,Seawinds Community Hub,,Rosebud - McCrae
,Childcare,-38.3836791,144.8871447,Goodstart Early Learning Rosebud Boneo Road,,Rosebud - McCrae
,Childcare,-37.907172,145.264313,Kellbourne Heights Kindergarten & Child Care,,Rowville
,Childcare,-37.933115,145.2416244,Goodstart Early Learning Rowville - Liberty Avenue,,Rowville
,Childcare,-37.912217,145.267439,Jacob Drive Childminding Centre,,Rowville
,Childcare,-37.9128166,145.23534809999995,Goodstart Early Learning Rowville,,Rowville
,Childcare,-37.9264694,145.2341999,KingKids Early Learning Centre and Kindergarten - Rowville,,Rowville
,Childcare,-37.928742,145.253004,Kool Kidz Childcare (Kool Kidz on Wellington),,Rowville
,Childcare,-37.9110198,145.27189130000005,Goodstart Early Learning Rowville - Murrindal Drive,,Rowville
,Childcare,-37.922872,145.244537,Aurora Early Education Rowville,,Rowville
,Childcare,-37.6302699,144.93441869999995,Goodstart Early Learning Roxburgh Park - Sommeville Drive,,Roxburgh Park - Somerton
,Childcare,-37.612292,144.914696,Bright Minds Family day care,,Roxburgh Park - Somerton
,Childcare,-37.6329848,144.9174885,The Homestead Child and Family Centre,,Roxburgh Park - Somerton
,Childcare,-37.6393642,144.9234676,Community Kids Roxburgh Park Early Education Centre,,Roxburgh Park - Somerton
,Childcare,-37.6393002,144.9300398,Goodstart Roxburgh Park - David Munroe Drive,,Roxburgh Park - Somerton
,Childcare,-37.948429,145.005394,Bayside Playhouse & Occasional Care Inc.,,Sandringham Rock
,Childcare,-37.962415,145.0182924,Story House Early Learning Black Rock,,Sandringham Rock
,Childcare,-38.1174805,145.149554,Green Cottage Child Care & Kindergarten,,Seaford
,Childcare,-38.1110194,145.1478506,Seaford Early Learning & Kinder,,Seaford
,Childcare,-38.220761,145.165653,Somerville Child Care and Kindergarten Centre,,Somerville
,Childcare,-38.259952,145.188782,Tyabb Village Children's Centre,,Somerville
,Childcare,-38.22242429999999,145.167034,Eramosa Child Care,,Somerville
,Childcare,-38.195973,145.159676,BAXTER CHILD CARE CENTRE,,Somerville
,Childcare,-38.221636,145.16681100000002,Little Grasshoppers Early Learning Centre - Eramosa,,Somerville
,Childcare,-38.2145298,145.110452,Little Grasshoppers Early Learning Centre - Coolstores,,Somerville
,Childcare,-38.22806,145.178972,WAGTAIL COTTAGE EARLY CHILDHOOD CARE & EDUCATION,,Somerville
,Childcare,-37.83291,144.96166499999995,Apple Blossoms Early Learning Centre,,South Melbourne
,Childcare,-37.6294594,145.0808592,Paradise Kids Children's Centre,,South Morang
,Childcare,-37.6360067,145.0797106,Little Learners Early Education,,South Morang
,Childcare,-37.63525,145.083251,Nar Family Day Care,,South Morang
,Childcare,-37.6548162,145.0897865,Bluebird Early Education South Morang,,South Morang
,Childcare,-37.84660750000001,144.9813676,Alfred Child Care Centre,,South Yarra
,Childcare,-37.825104,144.949534,Jumbo Early Education,,Southbank
,Childcare,-37.822198,144.962818,Only About Children Southbank,,Southbank
,Childcare,-37.948383,145.144342,Springvale 1 World of Learning,,Springvale
,Childcare,-37.951851,145.149442,Starfish Early Learning Centre - Springvale,,Springvale
,Childcare,-37.95251500000001,145.156823,Springvale Service for Children,,Springvale
,Childcare,-37.9538839,145.14990419999995,Goodstart Early Learning Springvale,,Springvale
,Childcare,-37.934622,145.1492524,Springvale 2 World of Learning,,Springvale
,Childcare,-37.97544570000001,145.146853,Mission Australia Early Learning Springvale South,,Springvale South
,Childcare,-37.960522,145.131001,Kids Club Early Learning Centre,,Springvale South
,Childcare,-37.9769609,145.1468635,Little Beginnings Early Learning Centre,,Springvale South
,Childcare,-37.960973,145.1381523,Community Kids Springvale South Early Education Centre,,Springvale South
,Childcare,-37.737927,144.780708,Little Babe's Early Learning Centre,,St Albans
,Childcare,-37.7284027,144.7980763,Acacia Children's Centre,,St Albans
,Childcare,-37.74346,144.80158,Bella Bambini,,St Albans
,Childcare,-37.73588400000001,144.80359099999995,Stepping Stones Kindergarden & Child Care Centre,,St Albans
,Childcare,-37.7446749,144.80640549999995,St Albans Main Road East Early Learning Centre,,St Albans
,Childcare,-37.742568,144.7922507,St Albans Sweet Sounds Early Learning Centre,,St Albans
,Childcare,-37.752255,144.799827,Jindi Woraback Children's Centre,,St Albans
,Childcare,-37.8602088,144.98762319999997,Kinderclub Child Care Centre,,St Kilda
,Childcare,-37.8703216,144.98791609999995,Tree House Early Learning Centre - St Kilda,,St Kilda
,Childcare,-37.8654685,144.9957584,A Step Ahead Early Learning St Kilda East,,St Kilda East
,Childcare,-37.778367,144.836509,Ballarat Road Early Learning & Kinder,,Sunshine
,Childcare,-37.78313120000001,144.8381156,Alexandra Ave Childrens Centre Inc.,,Sunshine
,Childcare,-37.7797268,144.8324763,Tiny Planet Family Day Care,,Sunshine
,Childcare,-37.7780187,144.83504480000005,Loving Kids Family Day Care,,Sunshine
,Childcare,-37.786492,144.8271618,Anderson Rd Child Care Centre,,Sunshine
,Childcare,-37.77600870000001,144.8385301,Phoenix Street Children's Centre,,Sunshine North
,Childcare,-37.77575,144.831684,Jigsaw Childcare,,Sunshine North
,Childcare,-37.7974803,144.8075045,Rose Garden Sunshine Early Learning Centre,,Sunshine West
,Childcare,-37.78963,144.8165831,Future Super Stars ELC Sunshine,,Sunshine West
,Childcare,-37.797219,144.81916,Killeen Street Childcare Centre Inc.,,Sunshine West
,Childcare,-37.791401,144.789845,Glen Gala Children's Centre,,Sunshine West
,Childcare,-37.823858,145.088828,Surrey Hills Day Care Centre,,Surrey Hillscanterbury
,Childcare,-37.825855,145.100373,Surrey Hills Child Care Centre,,Surrey Hillsmont Albert
,Childcare,-37.70311029999999,144.77457119999997,Sydenham Road Early Learning Centre,,Sydenham
,Childcare,-37.693014,144.76011609999995,Smart Kinder Childcare,,Sydenham
,Childcare,-37.7047579,144.76828390000003,Pecks Road Early Learning & Kinder,,Sydenham
,Childcare,-37.7015084,144.7573815,Goodstart Early Learning - Sydenham,,Sydenham
,Childcare,-37.6953417,144.7677513,Inspira Kids Early Learning Centre Sydenham,,Sydenham
,Childcare,-37.7150446,144.7596594,Taylors Hill YMCA Early Learning Centre,,Taylors Hill
,Childcare,-37.7127154,144.7406086,Goodstart Early Learning - Taylors Hill,,Taylors Hill
,Childcare,-37.770441,145.140628,Noni's Childcare & Kindergarten,,Templestowe
,Childcare,-37.7566774,145.1247763,Cuddly Bear Templestowe Early Learning Centre,,Templestowe
,Childcare,-37.753833,145.14113400000005,Imagine Childcare and Kindergarten Templestowe,,Templestowe
,Childcare,-37.7690923,145.1174115,Templestowe World of Learning,,Templestowe Lower
,Childcare,-37.6817848,144.9984914,Thomastown Child Care Centre,,Thomastown
,Childcare,-37.679587,145.029928,Me For Kids Thomastown Learning Centre,,Thomastown
,Childcare,-37.6812899,145.01564219999997,Dorothy Avenue Child Care Centre,,Thomastown
,Childcare,-37.760861,144.993748,Sunrise Pre School and Long Day Care,,Thornbury
,Childcare,-37.7618994,145.0167884,Thornbury World of Learning,,Thornbury
,Childcare,-37.851151,144.731652,Little Learners Day Care Centre,,Truganina
,Childcare,-37.858793,144.727847,Arndell Park Early Childhood Learning Centre,,Truganina
,Childcare,-37.8629847,144.727141,Truganina South YMCA Early Learning Centre,,Truganina
,Childcare,-37.8557035,144.73796409999997,BasicNeeds Family Day Care,,Truganina
,Childcare,-37.8431421,144.7249103,Yara Childcare Centre,,Truganina
,Childcare,-37.8542275,144.7417382,SPARROW EARLY LEARNING WYNDHAM WATERS,,Truganina
,Childcare,-37.8533756,144.7331738,Bliss Early Learning Williams Landing,,Truganina
,Childcare,-37.83681729999999,144.7129951,Samsara Avenue Early Learning & Kinder,,Truganina
,Childcare,-37.6955767,144.8818886,Mickleham Road Early Learning Centre,,Tullamarine
,Childcare,-37.6852696,144.86746000000005,The Joey Club Melbourne,,Tullamarine
,Childcare,-37.9025651,145.3311101,Sherbrooke Family & Children's Centre,,Upwey - Tecoma
,Childcare,-37.912891,145.326707,Dandenong Ranges Child Care Centre,,Upwey - Tecoma
,Childcare,-37.90583,145.341259,Tecoma Child Care Centre,,Upwey - Tecoma
,Childcare,-37.8364061,145.18974740000004,Goodstart Early Learning - Vermont Canterbury Road North,,Vermont
,Childcare,-37.8555799,145.178704,Beacon Street Children's Centre,,Vermont South
,Childcare,-37.718468,145.072719,Skye Childrens Co-Operative PTY LTD,,Viewbank - Yallambie
,Childcare,-37.7319178,145.0787355,Greensborough Road Early Learning & Kinder,,Viewbank - Yallambie
,Childcare,-37.7300133,145.10181740000004,Viewbank Child Care Centre,,Viewbank - Yallambie
,Childcare,-37.413834,144.97323899999995,Dudley Street Childcare & Kindergarten,,Wallan
,Childcare,-37.4071631,144.9784662,Journey Early Learning Centre - Wallan,,Wallan
,Childcare,-37.8468839,145.22958899999998,Goodstart Early Learning Wantirna,,Wantirna
,Childcare,-37.860913,145.238303,Watch Me Grow Early Learning Centre,,Wantirna
,Childcare,-37.8765202,145.22140180000005,First Grammar Wantirna South,,Wantirna South
,Childcare,-37.8539003,145.2453485,SmartOz Kidz,,Wantirna South
,Childcare,-37.867384,145.227505,Knox Childcare and Kindergarten,,Wantirna South
,Childcare,-37.8745009,145.2366591,Swinburne Child Care Centre,,Wantirna South
,Childcare,-37.8672461,145.2150471,Goodstart Early Learning Wantirna South,,Wantirna South
,Childcare,-37.875874,145.243547,Goodstart Early Learning Wantirna South,,Wantirna South
,Childcare,-37.8749064,145.22004840000002,Wantirna Kinder Haven,,Wantirna South
,Childcare,-37.8682528,145.2444278,Green Leaves Early Learning Knox,,Wantirna South
,Childcare,-37.7423502,145.2308505,Warrandyte Childcare & Pre-School Centre,,Warrandyte Park
,,-37.742350200000004,145.2308505,Warrandyte Childcare & Pre-School Centre,,Warrandyte Park
,Childcare,-37.7154099,145.0867511,Watsonia Occasional Child Care Centre,,Watsonia
,Childcare,-37.6755078,145.1360745,Smartie Pants Early Learning & Development,,Wattle Glen Creek
,Childcare,-37.675002,145.162677,Imagine Childcare and Kindergarten Diamond Creek,,Wattle Glen Creek
,Childcare,-37.674855,145.161648,Diamond Creek Child Care Centre,,Wattle Glen Creek
,Childcare,-37.677333,145.12789119999997,Sutherlands Childcare and Kindergarten,,Wattle Glen Creek
,Childcare,-37.897862,144.639575,Werribee West Family Centre,,Werribee
,Childcare,-37.9228583,144.7023863,Werribee Children's Centre,,Werribee
,Childcare,-37.8994763,144.6644916,Shine Bright Family Day Care Pty,,Werribee
,Childcare,-37.8948829,144.634088,Aussie Kindies Early Learning Werribee,,Werribee
,Childcare,-37.9002894,144.6138211,Wallaby Childcare Harpley,,Werribee
,Childcare,-37.9180362,144.6384201,Wyndham Early Learning Family Day Care,,Werribee
,Childcare,-37.9027777,144.6600128,Unicorn Family Day Care Service,,Werribee
,,-37.90265,144.66076,Nile Family Day Care,,Werribee
,,-37.877306,144.670197,Blue Bells Family Day Care | simply the best service anywhere in Melbourne.,,Werribee
,,-37.8966869,144.63948390000004,Little Blossoms Child Care Centre,,Werribee
,,-37.897708,144.6376439,Kids World Early Learning Centre,,Werribee
,,-37.802792,144.86234,Kerry's Family Day Care,,West Footscray - Tottenham
,,-37.793104,144.878034,Church Street Childrens Centre,,West Footscray - Tottenham
,,-37.91548510000001,145.18532230000002,Columbia Park Early Learning Centre,,Wheelers Hill
,,-37.518087,145.113208,Journey Early Learning Centre - Whittlesea,,Whittlesea
,,-37.51689,145.122373,TRY Whittlesea Children's Centre,,Whittlesea
,,-37.866096,144.903091,Kids By The Bay Children's Centre - Williamstown,,Williamstown
,,-37.8574399,144.88045569999997,The Range,,Williamstown
,,-37.873652,144.6010671,Manor Lakes Family Day Care,,Wyndham Vale
,,-37.8653384,144.59816130000004,Amanda's Family Day Care,,Wyndham Vale
,,-37.8739863,144.60737230000004,Wyndham Vale Montessori Centre,,Wyndham Vale
,,-37.8653384,144.59327549999998,Harriet's Family Day Care in Manor Lakes,,Wyndham Vale
,,-37.8765264,144.6150394,SPARROW EARLY LEARNING MANOR LAKES,,Wyndham Vale
,,-37.8860734,144.63132280000005,Bliss Early Learning Wyndham Vale,,Wyndham Vale
,,-37.7804621,145.03407969999995,Gum Nut Preschool & Child Care,,Yarra
,,-37.7939694,144.9944563,Petit Early Learning Journey Clifton Hill,,Yarra
,,-37.7856929,145.0008332,Goodstart Early Learning Clifton Hill,,Yarra
,,-37.8119165,144.8897808,The Learning Sanctuary Yarraville,,Yarraville
,,-37.8178655,144.87873100000004,Gowrie Victoria Yarraville - Clare Court,,Yarraville
,,-37.820275,144.89263400000004,Norfolk Street Childcare Centre,,Yarraville
,,-37.811797999999996,144.98813069999997,East Melbourne Child Care Co-Operative - Powlett Reserve,,East Melbourne
,,-37.817845,144.9791254,The Learning Sanctuary East Melbourne,,East Melbourne
,,-37.8178727,144.979047,Jolimont Private Education Pty Ltd,,East Melbourne
,,-37.721908,144.9589696,St Linus Anglican Kindergarten,,Coburg North
,,-37.730362899999996,144.9668116,Lake Park Kindergarten,,Coburg North
,,-37.732918,144.963765,Clever Future Family Day Care,,Coburg North
,,-37.7353321,144.9823229,Newlands PRE-School Centre,,Coburg North
,,-37.900560999999996,145.068546,Sims Family Day Care,,Murrumbeena
,,-37.891181,145.071907,Eclipse Early Education Murrumbeena,,Murrumbeena
,,-37.8914599,145.06606159999998,Murrumbeena Children Centre,,Murrumbeena
,,-37.891375200000006,145.0657666,Murrumbeena House Occasional Care Centre,,Murrumbeena
,,-37.857657,145.17713700000002,Gul's Family Day Care,,Vermont South
,,-37.853880100000005,145.18026919999997,Vermont South Children's Services Centre,,Vermont South
,,-37.8629385,145.1820564,Sudipta's family day care,,Vermont South
,,-37.8463329,145.1818551,Terrara Preschool,,Vermont South
,,-37.8540388,145.201274,Barriburn Preschool,,Vermont South
,,-37.8588338,145.1731227,Birralee Pre-School,,Vermont South
,,-37.670732,144.995324,Playful Penguins Family Day Care PTY . LTD.,,Lalor
,,-37.673196000000004,145.01951100000002,Lalor Living & Learning Centre Inc.,,Lalor
,,-37.670481,145.02186799999998,Vasey Park Preschool,,Lalor
,,-37.665411999999996,145.010558,Jacaranda Preschool- Nebel Street,,Lalor
,,-37.664211200000004,145.0069959,Jacaranda Preschool Kingsway Drive,,Lalor
,,-37.668770200000004,145.03609450000002,Lalor East Pre School Kindergarten,,Lalor
,,-37.673165999999995,145.034458,Hong Nguyen Family Day Care,,Lalor
,,-37.6653975,144.991508,Niño Early Learning Adventures - Lalor,,Lalor
,,-37.745439000000005,145.207047,Warrandyte Kindergarten,,Warrandyte Park
,,-37.53293239999999,144.89872019999999,Merrifield Childcare,,Mickleham - Yuroke
,,-37.7977206,144.992782,Gold Street Children's Centre Collingwood,,Collingwood
,,-37.8026025,144.9886697,fka Children's Services,,Collingwood
,,-37.804116,144.98894099999998,Rupert Street Child Care Centre & Kindergarten,,Collingwood
,,-37.79226729999999,144.9355697,Federation Family Day Care,,Kensington
,,-37.788468,144.929899,Oz Family Day Care,,Kensington
,,-37.8536342,145.0136321,Armadale Early Learning Centre,,Armadale
,,-37.8145874,144.9706666,Guardian Early Learning Centre,,Armadale
,,-37.852852399999996,145.02035880000003,Early Learning Group,,Armadale
,,-37.860191,145.02025600000002,Only About Children Armadale,,Armadale
,,-37.8619599,145.02610969999998,Little Possums On Wattletree,,Armadale
,,-37.861553,145.027303,Malvern Early Learning & Child Care Centre,,Armadale
,,-37.8458902,145.0092618,Brookville Kindergarten,,Toorak
